Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,MoSold,YrSold,SaleType,SalePrice,totalSF,psf
1603,20,Residential(LD),59,6490,Mitchell,Single-family Detached,1Story,5,7,1983,1983,816.0,816,0,816,2,4,4,2008,WD ,128500,1632.0,78
1520,30,Residential(LD),60,7290,SW Iowa State University,Single-family Detached,1Story,7,8,1921,1950,1228.0,1424,0,1424,2,7,4,2008,WD ,168000,2652.0,63
1665,60,Residential(LD),58,7472,North Ames,Single-family Detached,2Story,7,9,1972,2004,725.0,725,754,1479,4,7,6,2007,WD ,184000,2204.0,83
2635,190,Residential(LD),70,7000,North Ames,Two-family_Conversion,SFoyer,5,5,1962,1962,1025.0,1025,0,1025,3,6,3,2006,WD ,124000,2050.0,60
581,20,Residential(LD),77,11717,Northwest Ames,Single-family Detached,1Story,6,6,1970,1970,1442.0,1442,0,1442,2,6,2,2009,WD ,185000,2884.0,64
2435,60,Residential(LD),106,11194,Gilbert,Single-family Detached,2Story,8,5,2000,2000,1406.0,1454,482,1936,3,7,11,2006,WD ,230500,3342.0,68
2799,60,Residential(LD),90,11250,College Creek,Single-family Detached,2Story,7,5,1998,1998,1054.0,1070,869,1939,3,8,5,2006,WD ,227000,2993.0,75
883,60,Residential(LD),64,8633,College Creek,Single-family Detached,2Story,6,5,2005,2005,738.0,738,738,1476,3,7,2,2009,WD ,173500,2214.0,78
2537,85,Residential(LD),70,8400,North Ames,Single-family Detached,SFoyer,5,6,1968,1968,833.0,898,0,898,3,6,8,2006,WD ,140000,1731.0,80
1120,20,Residential(LD),87,10037,Somerset,Single-family Detached,1Story,8,5,2006,2007,1460.0,1460,0,1460,3,6,8,2008,WD ,247000,2920.0,84
774,85,Residential(LD),63,8014,Sawyer,Single-family Detached,SFoyer,6,5,1978,1978,456.0,1034,0,1034,3,5,6,2009,WD ,149900,1490.0,100
1447,20,Residential(LD),74,12250,College Creek,Single-family Detached,1Story,5,6,1978,1978,864.0,1174,0,1174,3,5,5,2008,WD ,158000,2038.0,77
104,160,Floating Village,44,2403,Somerset,Townhouse End Unit,2Story,7,5,2003,2003,530.0,530,550,1080,2,4,6,2010,WD ,147110,1610.0,91
2694,50,Residential(MD),50,8600,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,6,6,1937,1950,780.0,780,596,1376,3,7,6,2006,WD ,119500,2156.0,55
920,50,Residential(LD),60,13680,Crawford,Single-family Detached,1.5Fin,5,6,1940,1950,840.0,840,727,1567,2,6,2,2009,WD ,205000,2407.0,85
1951,70,Residential(LD),60,10800,Old Town,Single-family Detached,2Story,5,9,1895,1999,736.0,751,783,1534,3,6,7,2007,WD ,148000,2270.0,65
9,120,Residential(LD),39,5389,Stone Brook,Townhouse End Unit,1Story,8,5,1995,1996,1595.0,1616,0,1616,2,5,3,2010,WD ,236500,3211.0,73
2848,50,Residential(LD),60,10890,SW Iowa State University,Single-family Detached,1.5Fin,5,5,1938,1950,1058.0,1058,493,1551,3,6,7,2006,WD ,137000,2609.0,52
614,20,Residential(LD),68,9768,North Ames,Single-family Detached,1Story,5,5,1955,1955,960.0,960,0,960,2,5,2,2009,WD ,122000,1920.0,63
1736,20,Residential(LD),73,8993,Gilbert,Single-family Detached,1Story,7,5,2007,2007,1302.0,1302,0,1302,3,6,8,2007,New,176485,2604.0,67
2686,30,Residential(LD),50,11672,Brookside,Single-family Detached,1Story,5,5,1925,1950,816.0,816,0,816,2,4,7,2006,WD ,109000,1632.0,66
2257,120,Residential(MD),74,9763,,Townhouse End Unit,1Story,7,5,1998,1998,1502.0,1502,0,1502,1,5,9,2007,WD ,330000,3004.0,109
1284,20,Residential(MD),56,9836,Old Town,Single-family Detached,1Story,6,5,2008,2008,192.0,1133,0,1133,3,7,12,2008,WD ,143000,1325.0,107
1765,60,Residential(LD),89,10557,Northridge,Single-family Detached,2Story,9,5,1998,1998,1408.0,1671,1407,3078,4,9,7,2007,WD ,410000,4486.0,91
1811,60,Residential(LD),70,8462,Sawyer West,Single-family Detached,2Story,6,5,1994,1994,928.0,936,785,1721,3,7,7,2007,WD ,201000,2649.0,75
2603,50,Residential(LD),60,10818,Old Town,Single-family Detached,1.5Fin,4,4,1910,1950,1077.0,981,779,1760,4,7,2,2006,COD,80000,2837.0,28
2220,70,Residential(LD),61,7259,Crawford,Single-family Detached,2Story,6,8,1945,2002,1028.0,1436,884,2320,3,9,7,2007,WD ,259500,3348.0,77
2273,60,Residential(LD),73,11800,Timberland,Single-family Detached,2Story,7,5,2003,2004,1122.0,1146,1340,2486,5,10,7,2007,WD ,279900,3608.0,77
163,20,Residential(LD),75,7500,North Ames,Single-family Detached,1Story,5,7,1959,1994,1246.0,1246,0,1246,3,6,5,2010,WD ,154000,2492.0,61
2116,50,Residential(LD),391,159000,Clear Creek,Single-family Detached,1.5Fin,6,7,1958,2006,1444.0,1444,700,2144,4,7,6,2007,WD ,277000,3588.0,77
2734,50,Residential(LD),62,6488,Edwards,Single-family Detached,1.5Fin,5,5,1942,1950,799.0,799,351,1150,3,6,3,2006,WD ,128000,1949.0,65
426,20,Residential(LD),110,14230,Northridge Heights,Single-family Detached,1Story,8,5,2007,2007,1566.0,1600,0,1600,3,7,7,2009,WD ,256300,3166.0,80
2216,50,Residential(LD),110,7810,Crawford,Single-family Detached,1.5Fin,4,6,1930,2003,930.0,1230,525,1755,4,7,11,2007,WD ,188000,2685.0,70
2900,20,Residential(LD),85,14331,Timberland,Single-family Detached,1Story,8,5,2002,2002,1800.0,1800,0,1800,3,7,5,2006,WD ,312500,3600.0,86
97,160,Floating Village,30,3182,Somerset,Townhouse End Unit,2Story,7,5,2004,2005,600.0,600,600,1200,2,4,6,2010,WD ,151000,1800.0,83
1680,160,Residential(MD),24,1920,Briardale,Townhouse End Unit,2Story,5,5,1971,1971,765.0,765,600,1365,2,6,8,2007,WD ,122500,2130.0,57
1133,60,Residential(LD),68,10110,Sawyer West,Single-family Detached,2Story,6,5,2003,2003,835.0,835,861,1696,3,7,7,2008,WD ,188000,2531.0,74
2761,60,Residential(LD),91,10984,College Creek,Single-family Detached,2Story,7,5,2005,2006,945.0,945,864,1809,3,8,5,2006,New,209700,2754.0,76
1642,20,Residential(LD),85,14082,Stone Brook,Single-family Detached,1Story,8,5,2006,2006,2220.0,2234,0,2234,1,7,1,2007,WD ,441929,4454.0,99
1141,60,Residential(LD),50,8480,Sawyer West,Single-family Detached,2Story,6,5,1993,1994,886.0,886,794,1680,3,7,10,2008,WD ,163000,2566.0,63
2118,60,Residential(LD),72,12205,Clear Creek,Single-family Detached,2Story,6,8,1966,2007,832.0,976,1111,2087,5,9,7,2007,WD ,187500,2919.0,64
870,20,Residential(LD),90,15750,College Creek,Single-family Detached,1Story,8,5,1999,2000,1462.0,1513,0,1513,2,5,6,2009,WD ,220000,2975.0,73
1875,20,Residential(LD),70,8050,North Ames,Single-family Detached,1Story,5,6,1967,1993,949.0,1107,0,1107,3,5,3,2007,WD ,127000,2056.0,61
155,20,Residential(LD),60,7200,North Ames,Single-family Detached,1Story,5,7,1955,2007,0.0,827,0,827,2,5,4,2010,WD ,107500,827.0,129
1318,75,Residential(MD),35,6300,Old Town,Single-family Detached,2.5Unf,6,6,1914,2001,742.0,742,742,1484,3,9,6,2008,WD ,128000,2226.0,57
1285,30,Residential(MD),30,5232,Old Town,Single-family Detached,1Story,5,5,1925,2004,680.0,764,0,764,2,4,6,2008,WD ,73000,1444.0,50
2400,20,Residential(LD),72,11846,Northridge Heights,Single-family Detached,1Story,9,5,2003,2004,1792.0,1792,0,1792,2,6,8,2006,WD ,374000,3584.0,104
1068,60,Residential(LD),130,16900,Northridge Heights,Single-family Detached,2Story,8,5,2001,2002,1479.0,1515,1134,2649,4,10,1,2008,WD ,421250,4128.0,102
361,60,Residential(LD),64,9636,Gilbert,Single-family Detached,2Story,6,5,1992,1993,808.0,808,785,1593,3,7,12,2009,WD ,178000,2401.0,74
1493,85,Residential(LD),90,10012,Edwards,Single-family Detached,SFoyer,4,5,1972,1972,1138.0,1181,0,1181,3,6,4,2008,WD ,137500,2319.0,59
1110,20,Residential(LD),91,14303,Northridge,Single-family Detached,1Story,8,5,1994,1994,1986.0,1987,0,1987,2,7,8,2008,WD ,301500,3973.0,75
911,70,Residential(LD),43,5707,SW Iowa State University,Single-family Detached,2Story,6,6,1935,1950,583.0,647,595,1242,3,6,3,2009,WD ,105000,1825.0,57
2535,20,Residential(LD),78,9360,North Ames,Single-family Detached,1Story,6,7,1968,2004,976.0,976,0,976,2,4,8,2006,WD ,157500,1952.0,80
2030,50,Residential(MD),40,5680,Old Town,Single-family Detached,1.5Fin,5,3,1901,1950,969.0,969,245,1214,2,6,9,2007,WD ,117000,2183.0,53
2634,20,Residential(LD),70,7000,North Ames,Single-family Detached,1Story,5,6,1962,1962,864.0,864,0,864,3,5,2,2006,WD ,105000,1728.0,60
1530,50,Residential(LD),51,10480,SW Iowa State University,Single-family Detached,1.5Fin,6,5,1936,1950,1064.0,1166,0,1639,3,6,3,2008,WD ,115000,2703.0,42
435,20,Residential(LD),95,11578,Northridge Heights,Single-family Detached,1Story,9,5,2008,2008,1736.0,1736,0,1736,3,7,7,2009,WD ,360000,3472.0,103
812,90,Residential(LD),64,7018,Sawyer West,Duplex,1Story,5,5,1979,1979,0.0,1535,0,1535,4,8,6,2009,WD ,118858,1535.0,77
1202,60,Residential(LD),62,9130,Northwest Ames,Single-family Detached,2Story,6,8,1966,2000,800.0,800,832,1632,4,7,7,2008,WD ,173000,2432.0,71
666,30,Residential(LD),60,10800,Old Town,Single-family Detached,1Story,3,5,1890,1998,630.0,725,0,725,1,4,11,2009,WD ,78500,1355.0,57
1751,60,Residential(LD),62,8244,Gilbert,Single-family Detached,2Story,7,5,2004,2004,840.0,840,880,1720,3,7,5,2007,WD ,183500,2560.0,71
705,20,Residential(MD),60,6000,Old Town,Two-family_Conversion,1Story,4,4,1953,1953,936.0,936,0,936,2,4,2,2009,WD ,93000,1872.0,49
1744,120,Residential(LD),62,3621,Bloomington Heights,Townhouse End Unit,1Story,8,5,2003,2003,1406.0,1589,0,1589,2,7,11,2007,WD ,226500,2995.0,75
357,60,Residential(LD),59,7837,Gilbert,Single-family Detached,2Story,6,7,1993,1994,799.0,799,772,1571,3,7,5,2009,WD ,178000,2370.0,75
2133,20,Residential(LD),72,10665,College Creek,Single-family Detached,1Story,7,5,2003,2003,1453.0,1479,0,1479,3,7,6,2007,WD ,226000,2932.0,77
989,60,Residential(LD),70,10457,Mitchell,Single-family Detached,2Story,5,7,1969,1969,784.0,784,848,1632,4,7,4,2009,WD ,173000,2416.0,71
562,20,Residential(LD),60,8281,Sawyer,Single-family Detached,1Story,5,5,1965,1965,864.0,864,0,864,3,5,12,2009,WD ,62383,1728.0,36
1054,60,Residential(LD),67,14948,Northridge Heights,Single-family Detached,2Story,9,5,2008,2008,1452.0,1476,1237,2713,3,11,11,2008,New,446261,4165.0,107
2850,70,Residential(LD),43,7000,SW Iowa State University,Single-family Detached,2Story,7,8,1926,1997,624.0,743,736,1479,3,6,5,2006,WD ,160000,2103.0,76
1082,120,Residential(MD),63,3940,Bloomington Heights,Townhouse End Unit,1Story,7,5,2004,2004,1393.0,1576,0,1576,2,7,5,2008,WD ,219990,2969.0,74
1440,20,Residential(LD),93,9382,College Creek,Single-family Detached,1Story,7,5,1999,2000,1468.0,1479,0,1479,3,6,7,2008,WD ,191000,2947.0,64
2006,40,Residential(LD),55,6854,Brookside,Single-family Detached,1Story,5,7,1925,1994,756.0,916,144,1060,1,6,8,2007,WD ,136500,1816.0,75
2082,30,Residential(LD),70,11515,Edwards,Single-family Detached,1Story,4,5,1958,1994,0.0,943,0,943,3,5,8,2007,WD ,80000,943.0,84
2344,50,Residential(LD),81,13837,Northwest Ames,Single-family Detached,1.5Fin,7,5,1988,1988,1204.0,1377,806,2183,4,9,2,2006,WD ,229000,3387.0,67
248,60,Residential(LD),80,9938,Sawyer West,Single-family Detached,2Story,7,5,1993,1994,1050.0,1062,887,1949,3,8,6,2010,WD ,236000,2999.0,78
2276,20,Residential(LD),85,12633,Timberland,Single-family Detached,1Story,10,5,2006,2007,1824.0,1824,0,1824,3,8,9,2007,New,392000,3648.0,107
755,70,Residential(MD),57,6876,Iowa DOT and Rail Road,Single-family Detached,2Story,6,5,1927,1950,720.0,1146,784,1930,4,8,8,2009,WD ,149000,2650.0,56
1178,160,Floating Village,36,3951,Somerset,Townhouse End Unit,2Story,10,5,1998,1999,970.0,1469,924,2393,2,7,2,2008,WD ,345000,3363.0,102
2636,70,Residential(MD),62,9856,Old Town,Single-family Detached,2Story,5,8,1900,2005,716.0,1007,1007,2014,5,8,6,2006,WD ,169000,2730.0,61
2077,20,Residential(LD),84,17808,Edwards,Single-family Detached,1Story,4,5,1946,1950,484.0,1242,0,1242,2,4,7,2007,WD ,109900,1726.0,63
2930,60,Residential(LD),74,9627,Mitchell,Single-family Detached,2Story,7,5,1993,1994,996.0,996,1004,2000,3,9,11,2006,WD ,188000,2996.0,62
737,50,Residential(MD),50,6000,Brookside,Single-family Detached,1.5Fin,6,6,1939,1950,780.0,825,587,1412,4,6,5,2009,WD ,132500,2192.0,60
837,20,Residential(LD),65,9757,College Creek,Single-family Detached,1Story,5,7,1994,1994,990.0,990,0,990,3,5,10,2009,WD ,143000,1980.0,72
2086,20,Residential(LD),58,9280,Edwards,Single-family Detached,1Story,5,6,1951,1951,1342.0,1342,0,1342,4,7,4,2007,WD ,125000,2684.0,46
2385,20,Residential(LD),120,14780,Northridge Heights,Single-family Detached,1Story,9,5,2005,2005,1868.0,1868,0,1868,2,7,6,2006,WD ,415000,3736.0,111
189,70,Residential(MD),60,7740,Old Town,Single-family Detached,2Story,4,7,1910,1950,622.0,741,622,1363,3,6,6,2010,WD ,125500,1985.0,63
635,20,Residential(LD),80,9600,North Ames,Single-family Detached,1Story,6,6,1958,1988,1240.0,1632,0,1632,3,6,4,2009,WD ,139000,2872.0,48
432,60,Residential(LD),97,13478,Northridge Heights,Single-family Detached,2Story,10,5,2008,2008,1722.0,1728,568,2296,3,10,6,2009,ConLI,451950,4018.0,112
900,90,Residential(LD),65,10926,Edwards,Duplex,1Story,5,5,1959,1959,1678.0,1678,0,1678,6,10,8,2009,WD ,119900,3356.0,35
966,20,Residential(LD),65,6853,Timberland,Single-family Detached,1Story,8,5,2001,2002,1267.0,1296,0,1296,2,6,6,2009,WD ,220000,2563.0,85
1612,20,Residential(LD),85,10667,North Ames,Single-family Detached,1Story,6,6,1971,1971,1587.0,1587,0,1587,3,7,3,2007,WD ,167300,3174.0,52
904,50,Residential(LD),45,8212,Edwards,Single-family Detached,1.5Fin,5,6,1941,1950,720.0,854,444,1298,3,6,9,2009,WD ,122000,2018.0,60
2487,90,Residential(MD),70,9100,Sawyer,Duplex,1Story,5,5,1963,1963,1728.0,1728,0,1728,6,10,11,2006,ConLI,125000,3456.0,36
1304,20,Residential(MD),50,6000,Old Town,Single-family Detached,1Story,5,6,1957,1957,928.0,928,0,928,3,5,6,2008,WD ,112500,1856.0,60
2112,60,Residential(LD),78,9316,College Creek,Single-family Detached,2Story,7,5,2005,2006,879.0,879,916,1795,3,7,10,2007,WD ,191000,2674.0,71
1244,20,Residential(LD),75,9464,North Ames,Single-family Detached,1Story,6,7,1958,1958,1080.0,1080,0,1080,3,5,6,2008,WD ,136000,2160.0,62
843,60,Residential(LD),80,10400,College Creek,Single-family Detached,2Story,7,5,1998,1998,866.0,866,913,1779,3,6,3,2009,WD ,197900,2645.0,74
2689,50,Residential(MD),59,5310,Old Town,Single-family Detached,1.5Fin,6,8,1910,2003,485.0,1001,634,1635,2,5,6,2006,WD ,117000,2120.0,55
2753,20,Residential(LD),64,7406,College Creek,Single-family Detached,1Story,7,5,2006,2006,1199.0,1220,0,1220,2,6,7,2006,New,194000,2419.0,80
1169,120,Floating Village,60,4538,Somerset,Townhouse End Unit,1Story,9,5,2001,2001,1310.0,1310,0,1310,1,5,7,2008,WD ,285000,2620.0,108
1376,190,Residential(LD),62,10106,Edwards,Two-family_Conversion,1.5Fin,5,7,1940,1999,644.0,808,547,1355,4,6,9,2008,WD ,127500,1999.0,63
2503,60,Residential(LD),77,13346,Northridge,Single-family Detached,2Story,7,5,1992,2000,1095.0,1166,1129,2295,4,9,7,2006,WD ,268000,3390.0,79
1987,70,Residential(MD),57,9639,Old Town,Single-family Detached,2Story,4,8,1900,1950,1075.0,1156,642,1798,4,7,5,2007,WD ,137000,2873.0,47
1190,20,Residential(LD),88,15387,Northwest Ames,Single-family Detached,1Story,7,7,1967,1967,1620.0,1620,0,1620,4,8,8,2008,WD ,215000,3240.0,66
1930,20,Residential(LD),75,10050,North Ames,Single-family Detached,1Story,5,5,1955,1955,1216.0,1216,0,1216,3,5,8,2007,WD ,129500,2432.0,53
2677,50,Residential(MD),58,6240,Brookside,Single-family Detached,1.5Fin,5,4,1936,1950,896.0,896,448,1344,3,7,4,2006,WD ,115000,2240.0,51
1256,50,Residential(LD),45,7506,Old Town,Single-family Detached,1.5Fin,5,8,1925,1950,747.0,747,412,1159,3,5,5,2008,WD ,114000,1906.0,59
2484,20,Residential(HD),66,8900,Sawyer West,Single-family Detached,1Story,4,4,1966,1966,1056.0,1056,0,1056,2,5,11,2006,WD ,107000,2112.0,50
1253,50,Residential(LD),80,8480,North Ames,Single-family Detached,1.5Fin,5,5,1947,1950,832.0,832,384,1216,2,6,10,2008,COD,118500,2048.0,57
1337,50,Residential(MD),50,6000,Brookside,Single-family Detached,1.5Fin,6,7,1929,1950,862.0,950,208,1158,3,5,7,2008,WD ,120000,2020.0,59
1788,20,Residential(LD),74,8847,Somerset,Single-family Detached,1Story,8,5,2005,2005,1538.0,1538,0,1538,3,7,12,2007,WD ,260000,3076.0,84
141,20,Residential(LD),65,8050,North Ames,Single-family Detached,1Story,5,5,1959,1959,1143.0,1143,0,1143,3,6,5,2010,WD ,136000,2286.0,59
1669,20,Residential(LD),70,8294,North Ames,Single-family Detached,1Story,4,5,1971,1971,858.0,872,0,872,3,5,6,2007,WD ,123000,1730.0,71
1366,50,Residential(MD),63,7920,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,6,7,1920,1950,319.0,1035,371,1406,3,6,3,2008,WD ,89500,1725.0,51
52,20,Residential(LD),100,18494,Gilbert,Single-family Detached,1Story,6,5,2005,2005,1324.0,1324,0,1324,3,6,1,2010,WD ,199500,2648.0,75
1380,20,Residential(LD),60,7162,Sawyer,Single-family Detached,1Story,5,7,1966,1966,876.0,904,0,904,3,6,12,2008,WD ,109900,1780.0,61
919,70,Residential(LD),53,10918,Crawford,Single-family Detached,2Story,7,9,1926,2004,1276.0,1276,804,2080,3,9,6,2009,WD ,234000,3356.0,69
2804,120,Residential(MD),37,4435,College Creek,Townhouse End Unit,1Story,6,5,2004,2004,848.0,848,0,848,1,3,5,2006,WD ,155900,1696.0,91
782,50,Residential(LD),71,11250,Clear Creek,Single-family Detached,1.5Fin,4,5,1957,1989,1104.0,1104,684,1788,5,8,11,2009,WD ,161500,2892.0,55
956,20,Residential(LD),81,14375,Timberland,Single-family Detached,SLvl,6,6,1958,1958,819.0,1344,0,1344,3,7,1,2009,COD,137500,2163.0,63
187,190,Residential(MD),100,9045,Old Town,Two-family_Conversion,2Story,5,3,1910,1950,840.0,1128,1128,2256,4,12,6,2010,WD ,76500,3096.0,24
2074,60,Residential(LD),97,10029,Clear Creek,Single-family Detached,2Story,6,5,1988,1989,1151.0,1164,896,2060,4,8,9,2007,WD ,211000,3211.0,65
1039,120,Residential(HD),34,4060,North Ames,Townhouse End Unit,1Story,6,5,1998,1999,1405.0,1337,0,1337,2,5,8,2008,COD,181000,2742.0,66
1210,80,Residential(LD),82,9020,North Ames,Single-family Detached,SLvl,6,7,1966,1966,1127.0,1165,0,1165,3,6,5,2008,WD ,174900,2292.0,76
2710,80,Residential(LD),96,11777,Sawyer,Single-family Detached,SLvl,5,6,1966,1966,1164.0,1320,0,1320,3,6,5,2006,WD ,164500,2484.0,66
44,20,Residential(LD),70,10171,Northridge Heights,Single-family Detached,1Story,7,5,2004,2004,1517.0,1535,0,1535,3,7,3,2010,WD ,214000,3052.0,70
1026,60,Residential(LD),80,10400,Northwest Ames,Single-family Detached,2Story,7,6,1980,1988,738.0,1277,767,2044,3,7,3,2008,WD ,185000,2782.0,66
1343,50,Residential(MD),52,6240,Brookside,Single-family Detached,1.5Fin,4,7,1929,1950,704.0,624,512,1136,2,6,8,2008,WD ,123000,1840.0,66
2248,85,Residential(LD),76,12150,Mitchell,Single-family Detached,SFoyer,6,6,1979,1979,1001.0,1299,0,1299,2,5,1,2007,WD ,183500,2300.0,79
1849,160,Floating Village,24,2645,Somerset,Townhouse Inside Unit,2Story,8,5,1999,2000,776.0,764,677,1441,2,5,11,2007,WD ,174000,2217.0,78
2076,20,Residential(LD),103,22692,Edwards,Single-family Detached,1Story,5,5,1953,1953,1073.0,1630,0,1630,3,6,3,2007,COD,130000,2703.0,48
2641,70,Residential(MD),60,9600,Old Town,Single-family Detached,2Story,7,7,1925,1990,728.0,832,809,1641,3,6,8,2006,WD ,178000,2369.0,75
5,60,Residential(LD),74,13830,Gilbert,Single-family Detached,2Story,5,5,1997,1998,928.0,928,701,1629,3,6,3,2010,WD ,189900,2557.0,74
878,120,Residential(MD),53,4435,College Creek,Townhouse End Unit,1Story,6,5,2003,2004,848.0,848,0,848,1,4,6,2009,WD ,144000,1696.0,84
1548,30,Residential(MD),56,5890,Iowa DOT and Rail Road,Single-family Detached,1Story,6,8,1930,2007,816.0,816,0,816,2,5,6,2008,WD ,120500,1632.0,73
841,20,Residential(LD),112,10859,College Creek,Single-family Detached,1Story,5,5,1994,1995,1097.0,1097,0,1097,3,6,6,2009,WD ,145000,2194.0,66
1621,120,Residential(LD),41,5330,Stone Brook,Townhouse End Unit,1Story,8,5,2000,2000,1494.0,1652,0,1652,2,6,8,2007,WD ,251000,3146.0,79
218,90,Residential(LD),72,10778,Sawyer,Duplex,1Story,4,5,1968,1968,1768.0,1768,0,1768,4,8,4,2010,WD ,136500,3536.0,38
1504,90,Residential(LD),74,6845,Edwards,Duplex,1Story,4,5,1955,1955,0.0,1152,0,1152,2,6,7,2008,WD ,82500,1152.0,71
946,30,,109,21780,Iowa DOT and Rail Road,Single-family Detached,1Story,2,4,1910,1950,0.0,810,0,810,1,4,3,2009,ConLD,57625,810.0,71
455,120,Residential(LD),80,10307,Northridge Heights,Townhouse End Unit,1Story,7,5,2007,2008,1350.0,1358,0,1358,2,6,5,2009,WD ,212500,2708.0,78
2906,120,Residential(MD),32,4500,Mitchell,Townhouse Inside Unit,1Story,6,5,1998,1998,1216.0,1216,0,1216,2,5,5,2006,WD ,164000,2432.0,67
2878,50,Residential(MD),75,9060,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,6,5,1957,1957,967.0,967,671,1638,4,6,4,2006,WD ,139000,2605.0,53
1173,160,Floating Village,24,2160,Somerset,Townhouse Inside Unit,2Story,7,5,1999,2000,600.0,624,628,1252,2,4,3,2008,WD ,160000,1852.0,86
985,85,Residential(LD),70,7669,Mitchell,Single-family Detached,SFoyer,5,6,1992,1993,828.0,883,0,883,2,5,6,2009,WD ,149000,1711.0,87
975,20,Residential(LD),62,9858,Mitchell,Single-family Detached,1Story,5,6,1968,1968,864.0,874,0,874,3,5,11,2009,WD ,130000,1738.0,74
202,70,Residential(MD),50,10300,Old Town,Single-family Detached,2Story,7,6,1921,1950,576.0,902,808,1710,3,9,4,2010,WD ,140000,2286.0,61
528,20,Floating Village,65,8125,Somerset,Single-family Detached,1Story,8,5,2008,2009,1836.0,1836,0,1836,3,8,10,2009,New,264500,3672.0,72
2579,20,Residential(LD),69,14850,North Ames,Single-family Detached,1Story,5,5,1957,1957,1092.0,1092,0,1092,2,6,5,2006,WD ,141000,2184.0,64
1841,120,Floating Village,35,4274,Somerset,Townhouse End Unit,1Story,7,5,2006,2007,1241.0,1241,0,1241,1,4,11,2007,New,199900,2482.0,80
591,20,Residential(LD),80,9650,Northwest Ames,Single-family Detached,1Story,6,5,1977,1977,1350.0,1334,0,1334,2,6,4,2009,WD ,167900,2684.0,62
1897,20,Residential(LD),83,14585,North Ames,Single-family Detached,1Story,6,6,1960,1987,1144.0,1429,0,1429,3,7,6,2007,WD ,181900,2573.0,70
70,20,Floating Village,75,9000,Somerset,Single-family Detached,1Story,8,5,2008,2008,1566.0,1566,0,1566,3,7,4,2010,WD ,262500,3132.0,83
590,60,Residential(LD),80,13774,Northwest Ames,Single-family Detached,2Story,7,7,1977,1992,908.0,1316,972,2288,4,8,11,2009,WD ,230000,3196.0,71
1172,120,Floating Village,50,5119,Somerset,Townhouse End Unit,1Story,9,5,1999,2000,1698.0,1709,0,1709,2,5,1,2008,CWD,328900,3407.0,96
1714,20,Residential(LD),71,9254,Northridge Heights,Single-family Detached,1Story,8,5,2005,2005,1721.0,1721,0,1721,3,7,1,2007,WD ,232698,3442.0,67
829,20,Residential(LD),95,10324,College Creek,Single-family Detached,1Story,8,5,2008,2008,1254.0,1254,0,1254,2,5,3,2009,WD ,221800,2508.0,88
1397,50,Residential(LD),63,8375,Sawyer,Single-family Detached,1.5Fin,5,7,1941,1973,576.0,864,486,1350,2,6,6,2008,WD ,152400,1926.0,79
877,20,Residential(LD),75,9750,College Creek,Single-family Detached,1Story,7,5,2000,2001,1630.0,1630,0,1630,3,6,10,2009,WD ,213000,3260.0,65
2477,60,Residential(LD),74,7632,Sawyer West,Single-family Detached,2Story,7,5,2005,2005,784.0,831,754,1585,3,7,3,2006,WD ,184900,2369.0,78
2871,190,Residential(LD),90,15750,Crawford,Two-family_Conversion,1Story,5,5,1953,1953,1165.0,1336,0,1336,2,5,6,2006,WD ,157000,2501.0,62
2489,20,Residential(LD),69,9240,Sawyer,Single-family Detached,1Story,5,6,1962,2002,864.0,1211,0,1211,2,6,3,2006,WD ,144000,2075.0,69
1655,20,Residential(LD),80,10400,Northwest Ames,Single-family Detached,1Story,6,5,1979,1999,1259.0,1353,0,1353,2,5,8,2007,WD ,192350,2612.0,73
1891,20,Residential(LD),80,8800,North Ames,Single-family Detached,1Story,7,6,1966,1966,1174.0,1200,0,1200,3,6,10,2007,CWD,163500,2374.0,68
1419,60,Residential(LD),86,11839,Sawyer West,Single-family Detached,2Story,7,5,1990,1990,1475.0,1532,797,2329,4,10,5,2008,WD ,262280,3804.0,68
1473,20,Residential(LD),70,9135,College Creek,Single-family Detached,1Story,7,5,2002,2003,1536.0,1536,0,1536,3,7,12,2008,WD ,214000,3072.0,69
2868,20,Residential(LD),90,14115,Crawford,Single-family Detached,1Story,6,7,1956,2004,1073.0,1811,0,1811,2,6,7,2006,WD ,230000,2884.0,79
1695,60,Residential(LD),109,14154,Northridge Heights,Single-family Detached,2Story,7,5,2006,2006,1063.0,1071,1101,2172,3,9,8,2007,New,280000,3235.0,86
2244,20,,65,6565,Iowa DOT and Rail Road,Single-family Detached,1Story,4,6,1957,1980,1073.0,1073,0,1073,3,6,8,2007,WD ,140000,2146.0,65
169,60,Residential(LD),70,7700,North Ames,Single-family Detached,2Story,6,5,1966,1966,756.0,1051,788,1839,4,7,6,2010,WD ,155000,2595.0,59
2670,50,,63,4761,Iowa DOT and Rail Road,Single-family Detached,1.5Unf,3,3,1918,1950,1020.0,1020,0,1020,2,5,10,2006,ConLD,64500,2040.0,31
247,60,Residential(LD),87,12361,Sawyer West,Single-family Detached,2Story,6,7,1993,1993,946.0,964,838,1802,3,8,5,2010,WD ,218000,2748.0,79
