Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,total_mos
2007-08-22,CULEX PIPIENS,33, W 104TH ST,T095,41.704336,-87.70373599999999,0,4
2007-08-22,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,61
2007-08-22,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,1250
2007-08-22,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,1,304
2007-08-22,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,0,19
2007-08-22,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,1,50
2007-08-22,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,1,300
2007-08-22,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,0,754
2007-08-22,CULEX TERRITANS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,0,1
2007-08-22,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,41
2007-08-22,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,5
2007-08-22,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,1,47
2007-08-22,CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,41.737052,-87.54306700000001,0,1
2007-08-22,CULEX PIPIENS,13, S MACKINAW,T206,41.737052,-87.54306700000001,0,4
2007-08-22,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,26
2007-08-22,CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,1,25
2007-08-22,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,67
2007-08-22,CULEX RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,1
2007-08-22,CULEX PIPIENS,37, E 118TH ST,T212,41.680946,-87.535198,0,42
2007-08-22,CULEX SALINARIUS,37, E 118TH ST,T212,41.680946,-87.535198,0,2
2007-08-22,CULEX TERRITANS,37, E 118TH ST,T212,41.680946,-87.535198,0,2
2007-08-22,CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,41.686398,-87.531635,1,22
2007-08-22,CULEX PIPIENS,38, E 115TH ST,T215,41.686398,-87.531635,0,12
2007-08-22,CULEX TERRITANS,38, E 115TH ST,T215,41.686398,-87.531635,0,2
2007-08-22,CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,41.729669,-87.582699,1,3
2007-08-22,CULEX PIPIENS,81, E 91ST ST,T107,41.729669,-87.582699,0,4
2007-08-22,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.56566600000001,1,100
2007-08-22,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.56566600000001,0,21
2007-08-22,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.56566600000001,1,100
2007-08-22,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.56566600000001,0,117
2007-08-22,CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,41.644612,-87.60449799999999,1,10
2007-08-22,CULEX PIPIENS,82, E 138TH ST,T097,41.644612,-87.60449799999999,0,2
2007-08-22,CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,0,3
2007-08-22,CULEX PIPIENS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,0,2
2007-08-22,CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,41.717753,-87.531657,0,18
2007-08-22,CULEX PIPIENS,98, S AVENUE G,T100,41.717753,-87.531657,0,22
2007-08-22,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,9
2007-08-22,CULEX RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,1
2007-08-22,CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,3
2007-08-22,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702723999999996,-87.536497,0,230
2007-08-22,CULEX PIPIENS,11, S AVENUE L,T103,41.702723999999996,-87.536497,0,209
2007-08-22,CULEX TERRITANS,11, S AVENUE L,T103,41.702723999999996,-87.536497,0,2
2007-08-22,CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,41.659112,-87.53869300000001,0,2
2007-08-22,CULEX PIPIENS,40, E 130TH ST,T221,41.659112,-87.53869300000001,1,25
2007-08-24,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,1,27
2007-08-24,CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,35
2007-08-24,CULEX PIPIENS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,3
2007-08-24,CULEX PIPIENS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,2
2007-08-24,CULEX RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000001,0,2
2007-08-24,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000001,0,1
2007-08-24,CULEX PIPIENS,25, W GRAND AVE,T046,41.891118,-87.65449100000001,0,8
2007-08-24,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,6
2007-08-24,CULEX PIPIENS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,4
2007-08-24,CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,10
2007-08-24,CULEX PIPIENS,11, W CHICAGO,T049,41.896282,-87.655232,0,5
2007-08-24,CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,2
2007-08-24,CULEX PIPIENS,21, N STAVE ST,T050,41.919343,-87.694259,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,3
2007-08-24,CULEX PIPIENS,22, N CANNON DR,T054,41.921965,-87.632085,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,20
2007-08-24,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,1,49
2007-08-24,CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,1,38
2007-08-24,CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,41.862292,-87.64886,0,3
2007-08-24,CULEX PIPIENS,11, S PEORIA ST,T091,41.862292,-87.64886,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,10
2007-08-24,CULEX PIPIENS,17, W 95TH ST,T094,41.720848,-87.666014,0,6
2007-08-24,CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,21
2007-08-24,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,5
2007-08-24,CULEX PIPIENS,22, W 89TH ST,T096,41.731922,-87.677512,0,4
2007-08-24,CULEX TERRITANS,22, W 89TH ST,T096,41.731922,-87.677512,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999128999999996,-87.795585,0,8
2007-08-24,CULEX PIPIENS,65, N OAK PARK AVE,T143,41.999128999999996,-87.795585,0,4
2007-08-24,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999999,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,17
2007-08-24,CULEX PIPIENS,15, N LONG AVE,T153,41.907645,-87.760886,0,7
2007-08-24,CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,41.981964000000005,-87.812827,0,7
2007-08-24,CULEX RESTUANS,91, W HIGGINS AVE,T009,41.981964000000005,-87.812827,0,3
2007-08-24,CULEX PIPIENS,91, W HIGGINS AVE,T009,41.981964000000005,-87.812827,1,28
2007-08-24,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,17
2007-08-24,CULEX PIPIENS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,1,9
2007-08-24,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000001,1,9
2007-08-24,CULEX PIPIENS,72, N OKETO AVE,T016,42.011601,-87.81150600000001,0,9
2007-08-24,CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.69845699999999,0,1
2007-08-24,CULEX PIPIENS,38, N CALIFORNIA AVE,T019,41.94983,-87.69845699999999,0,4
2007-08-24,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,0,3
2007-08-24,CULEX PIPIENS,49, W BALMORAL AVE,T025,41.979243,-87.750938,0,8
2007-08-24,CULEX SALINARIUS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801497999999995,-87.763416,0,1
2007-08-24,CULEX PIPIENS,50, S CENTRAL AVE,T031,41.801497999999995,-87.763416,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,20
2007-08-24,CULEX PIPIENS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,8
2007-08-24,CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,41.723195000000004,-87.64997,0,6
2007-08-24,CULEX PIPIENS,10, S VINCENNES,T089,41.723195000000004,-87.64997,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,41.869215999999994,-87.627561,0,2
2007-08-24,CULEX PIPIENS,11, S STATE ST,T092,41.869215999999994,-87.627561,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,1,50
2007-08-24,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,1
2007-08-24,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,56
2007-08-24,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.72460799999999,1,50
2007-08-24,CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,0,10
2007-08-24,CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,3
2007-08-24,CULEX PIPIENS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,4
2007-08-24,CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,2
2007-08-24,CULEX PIPIENS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,3
2007-08-24,CULEX PIPIENS,18, W FARWELL AVE,T150,42.006858,-87.675919,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,8
2007-08-24,CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,3
2007-08-24,CULEX PIPIENS,25, S MILLARD AVE,T152,41.846075,-87.716277,1,5
2007-08-24,CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,41.918704999999996,-87.752329,1,12
2007-08-24,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,8
2007-08-24,CULEX PIPIENS,35, W 116TH ST,T158,41.682587,-87.707973,0,5
2007-08-24,CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,41.725516999999996,-87.61425799999999,0,4
2007-08-24,CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,41.725516999999996,-87.61425799999999,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,6
2007-08-24,CULEX PIPIENS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,8
2007-08-24,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,4
2007-08-24,CULEX PIPIENS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,5
2007-08-24,CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,41.953705,-87.733974,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,12
2007-08-24,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,1
2007-08-24,CULEX PIPIENS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,1,19
2007-08-24,CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,1
2007-08-24,CULEX PIPIENS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.77792099999999,0,12
2007-08-24,CULEX PIPIENS,70, N MOSELL AVE,T008,42.008314,-87.77792099999999,0,9
2007-08-24,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,6
2007-08-24,CULEX PIPIENS,61, N LEMONT AVE,T012,41.991429,-87.747113,1,5
2007-08-24,CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,41.843810999999995,-87.686763,0,4
2007-08-24,CULEX PIPIENS,27, S WESTERN AVE,T034,41.843810999999995,-87.686763,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,15
2007-08-24,CULEX PIPIENS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,7
2007-08-24,CULEX TERRITANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,1
2007-08-24,CULEX PIPIENS,30, W 18TH ST,T043,41.857402,-87.694991,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,19
2007-08-24,CULEX PIPIENS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,15
2007-08-24,CULEX PIPIENS,25, S THROOP,T051,41.846283,-87.656913,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,0,13
2007-08-24,CULEX PIPIENS,10, W 95TH ST,T085,41.721474,-87.648064,0,7
2007-08-24,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,41.869107,-87.69629300000001,0,3
2007-08-24,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,41.869107,-87.69629300000001,0,10
2007-08-24,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,2
2007-08-24,CULEX PIPIENS,18, W LELAND AVE,T219,41.966986999999996,-87.674677,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,35
2007-08-24,CULEX PIPIENS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,16
2007-08-24,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,10
2007-08-24,CULEX RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,1
2007-08-24,CULEX PIPIENS,64, W STRONG ST,T014,41.970248,-87.787992,1,18
2007-08-24,CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214000000001,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.899229999999996,-87.716788,0,4
2007-08-24,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,41.899229999999996,-87.716788,0,7
2007-08-24,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,41.692555,-87.598865,0,15
2007-08-24,CULEX PIPIENS,20, E 111TH ST,T084,41.692555,-87.598865,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,3
2007-08-24,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,1,15
2007-08-24,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.68826700000001,0,3
2007-08-24,CULEX PIPIENS,11, S ARTESIAN AVE,T160,41.903002,-87.68826700000001,1,3
2007-08-24,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,41.942114000000004,-87.776385,1,5
2007-08-24,CULEX PIPIENS,60, W ROSCOE ST,T005,41.942114000000004,-87.776385,1,12
2007-08-24,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.70373599999999,1,6
2007-08-24,CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,41.836644,-87.677737,0,8
2007-08-24,CULEX PIPIENS,30, S HOYNE AVE,T035,41.836644,-87.677737,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,41.837084999999995,-87.729384,0,1
2007-08-24,CULEX PIPIENS,42, W 31ST ST,T036,41.837084999999995,-87.729384,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911823999999996,-87.726737,0,9
2007-08-24,CULEX PIPIENS,17, N PULASKI RD,T039,41.911823999999996,-87.726737,0,4
2007-08-24,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,0,3
2007-08-24,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,0,10
2007-08-24,CULEX PIPIENS,35, W 51ST ST,T062,41.800737,-87.71188000000001,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778296999999995,-87.752411,0,18
2007-08-24,CULEX PIPIENS,52, W 63RD ST,T065,41.778296999999995,-87.752411,0,28
2007-08-24,CULEX PIPIENS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,8
2007-08-24,CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,41.759346,-87.745602,0,6
2007-08-24,CULEX PIPIENS,73, S CICERO AVE,T067,41.759346,-87.745602,0,10
2007-08-24,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,35
2007-08-24,CULEX PIPIENS,22, W 69TH ST,T069,41.768388,-87.678649,0,5
2007-08-24,CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,41.797616,-87.797894,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,41.781416,-87.77653199999999,0,6
2007-08-24,CULEX PIPIENS,61, S MELVINA AVE,T071,41.781416,-87.77653199999999,0,10
2007-08-24,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,12
2007-08-24,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,3
2007-08-24,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,1,10
2007-08-24,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.66634300000001,0,9
2007-08-24,CULEX PIPIENS,39, S ASHLAND AVE,T074,41.822536,-87.66634300000001,0,7
2007-08-24,CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,41.799282,-87.585487,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,55, S DR MARTIN LUTHER KING JR DR,T076,41.794781,-87.615989,0,3
2007-08-24,CULEX TERRITANS,55, S DR MARTIN LUTHER KING JR DR,T076,41.794781,-87.615989,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,41.778748,-87.586427,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,6
2007-08-24,CULEX PIPIENS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,14
2007-08-24,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,1,20
2007-08-24,CULEX PIPIENS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,17
2007-08-24,CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,41.821582,-87.62779599999999,0,15
2007-08-24,CULEX PIPIENS,40, S DEARBORN ST,T081,41.821582,-87.62779599999999,0,16
2007-08-24,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,41.803422999999995,-87.642984,1,16
2007-08-24,CULEX PIPIENS,50, S UNION AVE,T082,41.803422999999995,-87.642984,1,17
2007-08-24,CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,41.754292,-87.590773,0,6
2007-08-24,CULEX PIPIENS,79, S CHICAGO AVE,T083,41.754292,-87.590773,1,14
2007-08-24,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,1
2007-08-24,CULEX PIPIENS,52, S KOLMAR,T114,41.798697,-87.736812,0,8
2007-08-24,CULEX TERRITANS,52, S KOLMAR,T114,41.798697,-87.736812,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,41.776156,-87.778927,0,4
2007-08-24,CULEX PIPIENS,63, W 64TH ST,T155,41.776156,-87.778927,1,5
2007-08-24,CULEX SALINARIUS,63, W 64TH ST,T155,41.776156,-87.778927,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,0,1
2007-08-24,CULEX PIPIENS,37, S PULASKI RD,T063,41.82561,-87.726549,0,6
2007-08-24,CULEX PIPIENS/RESTUANS,80, S KEDZIE AVE,T072,41.74785,-87.70271600000001,0,1
2007-08-24,CULEX TERRITANS,80, S KEDZIE AVE,T072,41.74785,-87.70271600000001,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,65, S RACINE AVE,T078,41.775051,-87.65535600000001,0,2
2007-08-24,CULEX PIPIENS,65, S RACINE AVE,T078,41.775051,-87.65535600000001,0,1
2007-08-24,CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,41.644612,-87.60449799999999,0,2
2007-08-24,CULEX PIPIENS,82, E 138TH ST,T097,41.644612,-87.60449799999999,0,2
2007-08-24,CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,0,4
2007-08-24,CULEX PIPIENS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,41.717753,-87.531657,0,3
2007-08-24,CULEX PIPIENS,98, S AVENUE G,T100,41.717753,-87.531657,0,16
2007-08-24,CULEX PIPIENS,58, N PULASKI RD,T027,41.984809000000006,-87.728492,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,41.772846,-87.740029,0,2
2007-08-24,CULEX PIPIENS,66, S KILPATRICK AVE,T156,41.772846,-87.740029,0,3
2007-08-24,CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,41.825902,-87.667827,0,2
2007-08-28,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,169
2007-08-28,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,1,100
2007-08-28,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,2107
2007-08-28,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,1,100
2007-08-28,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,0,12
2007-08-28,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,0,511
2007-08-28,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,1,50
2007-08-28,CULEX TERRITANS,10, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,0,1
2007-08-28,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,28
2007-08-28,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,48
2007-08-28,CULEX TERRITANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,3
2007-08-28,CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,41.737052,-87.54306700000001,0,7
2007-08-28,CULEX PIPIENS,13, S MACKINAW,T206,41.737052,-87.54306700000001,0,13
2007-08-28,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,6
2007-08-28,CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,0,27
2007-08-28,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,40
2007-08-28,CULEX PIPIENS,37, E 118TH ST,T212,41.680946,-87.535198,1,26
2007-08-28,CULEX PIPIENS,37, E 118TH ST,T212,41.680946,-87.535198,0,185
2007-08-28,CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,41.686398,-87.531635,0,12
2007-08-28,CULEX PIPIENS,38, E 115TH ST,T215,41.686398,-87.531635,0,14
2007-08-28,CULEX SALINARIUS,38, E 115TH ST,T215,41.686398,-87.531635,0,3
2007-08-28,CULEX TERRITANS,38, E 115TH ST,T215,41.686398,-87.531635,0,1
2007-08-28,CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,41.729669,-87.582699,1,4
2007-08-28,CULEX PIPIENS,81, E 91ST ST,T107,41.729669,-87.582699,0,2
2007-08-28,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.56566600000001,0,123
2007-08-28,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.56566600000001,0,241
2007-08-28,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.56566600000001,1,49
2007-08-28,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,12
2007-08-28,CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,8
2007-08-28,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702723999999996,-87.536497,0,399
2007-08-28,CULEX PIPIENS,11, S AVENUE L,T103,41.702723999999996,-87.536497,0,371
2007-08-28,CULEX PIPIENS,11, S AVENUE L,T103,41.702723999999996,-87.536497,1,50
2007-08-28,CULEX TERRITANS,11, S AVENUE L,T103,41.702723999999996,-87.536497,0,2
2007-08-28,CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,41.659112,-87.53869300000001,0,11
2007-08-28,CULEX PIPIENS,40, E 130TH ST,T221,41.659112,-87.53869300000001,0,13
2007-09-04,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,1,10
2007-09-04,CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,1,13
2007-09-04,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,4
2007-09-04,CULEX PIPIENS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,5
2007-09-04,CULEX PIPIENS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,2
2007-09-04,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,4
2007-09-04,CULEX PIPIENS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,2
